command,track_pointer,track_type,track_channel,triple_sound_indices,direct_source_reference,stream_count,unique_stream_count,stream_addresses_hex,stream_frames,stream_durations_seconds,opcode_sequence_hex,simple_single_stream_program
6448,0x017FC6,1,1,1D5,,1,1,0x19D8BA,121,0.929280,07 09 01 0B 00,True
6452,0x01803E,1,1,2E5,,1,1,0x19E634,127,0.975360,07 09 01 0B 00,True
6456,0x0180B6,1,1,2E6,,1,1,0x376942,124,0.952320,07 09 01 0B 00,True
6460,0x01812E,1,1,2E7,,1,1,0x37768A,168,1.290240,07 09 01 0B 00,True
6464,0x0181A6,1,1,1D3,,1,1,0x19F2CC,134,1.029120,07 09 01 0B 00,True
6468,0x01821E,1,1,1D4,,1,1,0x1A0074,147,1.128960,07 09 01 0B 00,True
6472,0x018296,1,1,2E8,,1,1,0x1A11BE,113,0.867840,07 09 01 0B 00,True
6476,0x01830E,1,1,1E3,,1,1,0x37896E,178,1.367040,07 09 01 0B 00,True
6480,0x018386,1,1,1E5,,1,1,0x27AB1A,156,1.198080,07 09 01 0B 00,True
6484,0x0183FE,1,1,1E6,,1,1,0x27BD08,123,0.944640,07 09 01 0B 00,True
6488,0x018476,1,1,2E9,,1,1,0x1A1D5E,124,0.952320,07 09 01 0B 00,True
6492,0x0184EE,1,1,2EA,,1,1,0x1A2A62,250,1.920000,07 09 01 0B 00,True
6496,0x018566,1,1,2EB,,1,1,0x379CC4,235,1.804800,07 09 01 0B 00,True
6500,0x0185DE,1,1,1E7,,1,1,0x37B640,120,0.921600,07 09 01 0B 00,True
6504,0x018656,1,1,1E8,,1,1,0x1A4956,126,0.967680,07 09 01 0B 00,True
6508,0x0186CE,1,1,1EA,,1,1,0x37C208,110,0.844800,07 09 01 0B 00,True
6512,0x018746,1,1,2EC,,1,1,0x1A557C,175,1.344000,07 09 01 0B 00,True
6516,0x0187BE,1,1,2ED,,1,1,0x27CB7A,192,1.474560,07 09 01 0B 00,True
6520,0x018836,1,1,2EE,,1,1,0x27DEE6,130,0.998400,07 09 01 0B 00,True
6528,0x0188AE,1,1,2EF,,1,1,0x37CD6C,126,0.967680,07 09 01 0B 00,True
6532,0x018926,1,1,1EE,,1,1,0x27EBF6,140,1.075200,07 09 01 0B 00,True
6536,0x01899E,1,1,1ED,,1,1,0x37DBF4,179,1.374720,07 09 01 0B 00,True
6540,0x018A16,1,1,1EF 2F1,,1,1,0x37ECEC,120,0.921600,07 09 01 0B 00,True
6544,0x018A8E,1,1,2F2,,1,1,0x27FAE2,200,1.536000,07 09 01 0B 00,True
6548,0x018B06,1,1,2F3,,1,1,0x280F78,203,1.559040,07 09 01 0B 00,True
6552,0x018B7E,1,1,2F4,,1,1,0x1A65E8,129,0.990720,07 09 01 0B 00,True
6556,0x018BF6,1,1,1F8,,1,1,0x37F8A8,152,1.167360,07 09 01 0B 00,True
6560,0x018C6E,1,1,2F5,,1,1,0x3808FC,189,1.451520,07 09 01 0B 00,True
6564,0x018CE6,1,1,1F0,,1,1,0x1A748A,178,1.367040,07 09 01 0B 00,True
6568,0x018D5E,1,1,2F6,,1,1,0x282502,121,0.929280,07 09 01 0B 00,True
6572,0x018DD6,1,1,1F1,,1,1,0x381DEE,144,1.105920,07 09 01 0B 00,True
6576,0x018E4E,1,1,2F7,,1,1,0x28317E,147,1.128960,07 09 01 0B 00,True
6580,0x018EC6,1,1,1F2,,1,1,0x382E5E,220,1.689600,07 09 01 0B 00,True
6584,0x018F3E,1,1,1F4,,1,1,0x3845F4,271,2.081280,07 09 01 0B 00,True
6588,0x018FB6,1,1,1F3,,1,1,0x1A8920,115,0.883200,07 09 01 0B 00,True
6592,0x01902E,1,1,2F8,,1,1,0x1A954A,231,1.774080,07 09 01 0B 00,True
6600,0x01911E,1,1,1F5,,1,1,0x284202,141,1.082880,07 09 01 0B 00,True
6604,0x019196,1,1,1F6,,1,1,0x28502C,210,1.612800,07 09 01 0B 00,True
6608,0x01920E,1,1,2F9,,1,1,0x1ABB00,159,1.221120,07 09 01 0B 00,True
6612,0x019286,1,1,2FA,,1,1,0x1ACA8E,94,0.721920,07 09 01 0B 00,True
6616,0x0192FE,1,1,2FB,,1,1,0x2866BE,191,1.466880,07 09 01 0B 00,True
6620,0x019376,1,1,2FC,,1,1,0x386456,173,1.328640,07 09 01 0B 00,True
6624,0x0193EE,1,1,2FD,,1,1,0x287D00,186,1.428480,07 09 01 0B 00,True
6628,0x019466,1,1,2FE,,1,1,0x1AD418,284,2.181120,07 09 01 0B 00,True
6632,0x0194DE,1,1,2FF,,1,1,0x289030,531,4.078080,07 09 01 0B 00,True
6636,0x019556,1,1,300,,1,1,0x1AF18A,378,2.903040,07 09 01 0B 00,True
6640,0x0195CE,1,1,301,,1,1,0x1B1D3C,207,1.589760,07 09 01 0B 00,True
6644,0x019646,1,1,302,,1,1,0x3877AE,155,1.190400,07 09 01 0B 00,True
